"parameter","estimate","se","rse","file"
"TH_6",0.224,0.0125,5.58035714285714,"NM_0_0027.lst"
"TH_7",1.79e+13,1.14e+13,63.6871508379888,"NM_0_0027.lst"
"TH_1",2.67,0.211,7.90262172284644,"NM_0_0028.lst"
"TH_2",1.44,0.222,15.4166666666667,"NM_0_0028.lst"
"TH_3",33.1,1.48,4.47129909365559,"NM_0_0028.lst"
"TH_1",2.74,0.224,8.17518248175183,"NM_0_0029.lst"
"TH_2",1.44,0.224,15.5555555555556,"NM_0_0029.lst"
"TH_3",33.1,1.46,4.41087613293051,"NM_0_0029.lst"
"TH_1",2.73,0.215,7.87545787545788,"NM_0_0030.lst"
"TH_2",1.44,0.223,15.4861111111111,"NM_0_0030.lst"
"TH_3",33.1,1.46,4.41087613293051,"NM_0_0030.lst"
"TH_1",2.61,0.211,8.08429118773946,"NM_0_0031.lst"
"TH_2",1.44,0.222,15.4166666666667,"NM_0_0031.lst"
"TH_3",0.06,0,0,"NM_0_0031.lst"
"TH_4",33.1,1.48,4.47129909365559,"NM_0_0031.lst"
"TH_5",29700,84800,285.521885521886,"NM_0_0031.lst"
"TH_1",2.21,0.856,38.7330316742081,"NM_0_0032.lst"
"TH_2",1.44,0.223,15.4861111111111,"NM_0_0032.lst"
"TH_3",0.503,0.735,146.123260437376,"NM_0_0032.lst"
"TH_4",33.1,1.48,4.47129909365559,"NM_0_0032.lst"
"TH_5",1400000,28400000,2028.57142857143,"NM_0_0032.lst"
"TH_1",2.63,1.02,38.7832699619772,"NM_0_0033.lst"
"TH_2",1.44,0.223,15.4861111111111,"NM_0_0033.lst"
"TH_3",0.0983,0.879,894.201424211597,"NM_0_0033.lst"
"TH_4",33.1,1.47,4.44108761329305,"NM_0_0033.lst"
"TH_5",28000,517000,1846.42857142857,"NM_0_0033.lst"
"TH_1",2.61,13.6,521.072796934866,"NM_0_0034.lst"
"TH_2",0.177,1.31,740.112994350283,"NM_0_0034.lst"
"TH_3",3.81,28.5,748.031496062992,"NM_0_0034.lst"
"TH_4",14.6,87,595.890410958904,"NM_0_0034.lst"
"TH_5",2.82,35.2,1248.22695035461,"NM_0_0034.lst"
"TH_6",0.103,12.8,12427.1844660194,"NM_0_0034.lst"
"TH_7",17800,283000,1589.88764044944,"NM_0_0034.lst"
"TH_1",1.89,1.77,93.6507936507937,"NM_0_0035.lst"
"TH_2",0.17,0.429,252.352941176471,"NM_0_0035.lst"
"TH_3",3.67,9.45,257.493188010899,"NM_0_0035.lst"
"TH_4",14.1,25.4,180.141843971631,"NM_0_0035.lst"
"TH_5",2.65,11.5,433.962264150943,"NM_0_0035.lst"
"TH_6",0.837,1.22,145.758661887694,"NM_0_0035.lst"
"TH_7",3220000,55300000,1717.39130434783,"NM_0_0035.lst"
"TH_1",2.63,1.78,67.680608365019,"NM_0_0036.lst"
"TH_2",1.44,0.223,15.4861111111111,"NM_0_0036.lst"
"TH_3",33.1,1.46,4.41087613293051,"NM_0_0036.lst"
"TH_4",237000,75300000,31772.1518987342,"NM_0_0036.lst"
"TH_5",0.0885,1.55,1751.41242937853,"NM_0_0036.lst"
"TH_6",0.01,0,0,"NM_0_0036.lst"
"TH_7",281,1290,459.074733096085,"NM_0_0036.lst"
"TH_1",2.66,0.219,8.23308270676692,"NM_0_0037.lst"
"TH_2",1.56,0.302,19.3589743589744,"NM_0_0037.lst"
"TH_3",32.1,1.27,3.95638629283489,"NM_0_0037.lst"
"TH_1",2.75,0.246,8.94545454545455,"NM_0_0038.lst"
"TH_2",1.55,0.313,20.1935483870968,"NM_0_0038.lst"
"TH_3",31.8,1.39,4.37106918238994,"NM_0_0038.lst"
"TH_1",2.73,0.233,8.53479853479853,"NM_0_0039.lst"
"TH_2",1.55,0.31,20,"NM_0_0039.lst"
"TH_3",31.8,1.36,4.27672955974843,"NM_0_0039.lst"
"TH_1",27.8,3.55,12.7697841726619,"NM_0_004.lst"
"TH_2",7.19,2.52,35.0486787204451,"NM_0_004.lst"
"TH_3",19.5,3.1,15.8974358974359,"NM_0_004.lst"
"TH_4",266,35.5,13.3458646616541,"NM_0_004.lst"
"TH_5",646,151,23.374613003096,"NM_0_004.lst"
"TH_1",0.278,6.9,2482.01438848921,"NM_0_0040.lst"
"TH_2",1.55,0.308,19.8709677419355,"NM_0_0040.lst"
"TH_3",2.43,7.08,291.358024691358,"NM_0_0040.lst"
"TH_4",31.9,1.35,4.23197492163009,"NM_0_0040.lst"
"TH_5",1520,3180,209.210526315789,"NM_0_0040.lst"
"TH_1",2.56,NA,NA,"NM_0_0041.lst"
"TH_2",1.55,NA,NA,"NM_0_0041.lst"
"TH_3",0.182,NA,NA,"NM_0_0041.lst"
"TH_4",31.8,NA,NA,"NM_0_0041.lst"
"TH_5",5.33e+19,NA,NA,"NM_0_0041.lst"
"TH_1",2.7,0.232,8.59259259259259,"NM_0_0042.lst"
"TH_2",1.54,0.309,20.0649350649351,"NM_0_0042.lst"
"TH_3",0.06,0,0,"NM_0_0042.lst"
"TH_4",31.7,1.36,4.29022082018927,"NM_0_0042.lst"
"TH_5",1,0,0,"NM_0_0042.lst"
"TH_1",0.05,0,0,"NM_0_0043.lst"
"TH_2",1.55,0.303,19.5483870967742,"NM_0_0043.lst"
"TH_3",31.1,1.27,4.08360128617363,"NM_0_0043.lst"
"TH_4",0.8,0,0,"NM_0_0043.lst"
"TH_5",22300,52200,234.080717488789,"NM_0_0043.lst"
"TH_6",2.66,0.25,9.3984962406015,"NM_0_0043.lst"
"TH_7",1830,3690,201.639344262295,"NM_0_0043.lst"
"TH_1",2.08,1.88,90.3846153846154,"NM_0_0044.lst"
"TH_2",1.39,1.81,130.21582733813,"NM_0_0044.lst"
"TH_3",29.1,21.4,73.5395189003436,"NM_0_0044.lst"
"TH_4",3.3,0.856,25.9393939393939,"NM_0_0044.lst"
"TH_5",2.02,0.975,48.2673267326733,"NM_0_0044.lst"
"TH_6",0.58,0.367,63.2758620689655,"NM_0_0044.lst"
"TH_7",2.22e+11,3.19e+11,143.693693693694,"NM_0_0044.lst"
"TH_1",2.37,3.46,145.991561181435,"NM_0_0045.lst"
"TH_2",1.36,1.31,96.3235294117647,"NM_0_0045.lst"
"TH_3",28.6,16.2,56.6433566433566,"NM_0_0045.lst"
"TH_4",3.49,2.03,58.1661891117478,"NM_0_0045.lst"
"TH_5",2.55,4.29,168.235294117647,"NM_0_0045.lst"
"TH_6",0.334,0.00912,2.73053892215569,"NM_0_0045.lst"
"TH_7",3.04e+11,4.33e+11,142.434210526316,"NM_0_0045.lst"
"TH_1",2.69,0.203,7.54646840148699,"NM_0_0046.lst"
"TH_2",1.54,0.276,17.9220779220779,"NM_0_0046.lst"
"TH_3",32.3,1.73,5.35603715170279,"NM_0_0046.lst"
"TH_1",2.82,0.201,7.12765957446809,"NM_0_0047.lst"
"TH_2",1.54,0.285,18.5064935064935,"NM_0_0047.lst"
"TH_3",32.3,1.55,4.79876160990712,"NM_0_0047.lst"
"TH_1",2.79,0.193,6.91756272401434,"NM_0_0048.lst"
"TH_2",1.54,0.282,18.3116883116883,"NM_0_0048.lst"
"TH_3",32.2,1.59,4.93788819875776,"NM_0_0048.lst"
"TH_1",0.475,6.01,1265.26315789474,"NM_0_0049.lst"
"TH_2",1.5,0.262,17.4666666666667,"NM_0_0049.lst"
"TH_3",2.35,5.8,246.808510638298,"NM_0_0049.lst"
"TH_4",31.7,2.3,7.25552050473186,"NM_0_0049.lst"
"TH_5",420,2720,647.619047619048,"NM_0_0049.lst"
"TH_1",0.64,2.37,370.3125,"NM_0_0050.lst"
"TH_2",1.49,0.27,18.1208053691275,"NM_0_0050.lst"
"TH_3",2.23,2.28,102.242152466368,"NM_0_0050.lst"
"TH_4",31.6,1.99,6.29746835443038,"NM_0_0050.lst"
"TH_5",337,639,189.614243323442,"NM_0_0050.lst"
"TH_1",0.928,3.19,343.75,"NM_0_0051.lst"
"TH_2",1.49,0.271,18.1879194630873,"NM_0_0051.lst"
"TH_3",1.95,3.07,157.435897435897,"NM_0_0051.lst"
"TH_4",31.6,1.97,6.23417721518987,"NM_0_0051.lst"
"TH_5",249,771,309.638554216867,"NM_0_0051.lst"
"TH_1",0.324,0.681,210.185185185185,"NM_0_0052.lst"
"TH_2",1.17,0.204,17.4358974358974,"NM_0_0052.lst"
"TH_3",25,4.08,16.32,"NM_0_0052.lst"
"TH_4",7.9,3.6,45.5696202531646,"NM_0_0052.lst"
"TH_5",5.31,2.3,43.3145009416196,"NM_0_0052.lst"
"TH_6",2.23,0.778,34.8878923766816,"NM_0_0052.lst"
"TH_7",71100000,2.24e+09,3150.49226441632,"NM_0_0052.lst"
"TH_1",1.14,2.23,195.614035087719,"NM_0_0053.lst"
"TH_2",1.12,0.156,13.9285714285714,"NM_0_0053.lst"
"TH_3",23.9,3.64,15.2301255230126,"NM_0_0053.lst"
"TH_4",8.86,3.57,40.293453724605,"NM_0_0053.lst"
"TH_5",6.07,3.63,59.8023064250412,"NM_0_0053.lst"
"TH_6",1.46,2.03,139.041095890411,"NM_0_0053.lst"
"TH_7",52400000,2.31e+09,4408.39694656489,"NM_0_0053.lst"
"TH_1",1.59,0.546,34.3396226415094,"NM_0_0054.lst"
"TH_2",1.11,0.205,18.4684684684685,"NM_0_0054.lst"
"TH_3",23.8,3.19,13.4033613445378,"NM_0_0054.lst"
"TH_4",8.91,3.05,34.2312008978676,"NM_0_0054.lst"
"TH_5",6.11,1.25,20.4582651391162,"NM_0_0054.lst"
"TH_6",1.01,0.376,37.2277227722772,"NM_0_0054.lst"
"TH_7",33100000,4.5e+07,135.95166163142,"NM_0_0054.lst"
"TH_1",2.79,0.227,8.13620071684588,"NM_0_0055.lst"
"TH_2",1.49,0.307,20.6040268456376,"NM_0_0055.lst"
"TH_3",30.9,1.19,3.85113268608414,"NM_0_0055.lst"
"TH_1",2.84,0.235,8.27464788732394,"NM_0_0056.lst"
"TH_2",1.49,0.307,20.6040268456376,"NM_0_0056.lst"
"TH_3",30.9,1.2,3.88349514563107,"NM_0_0056.lst"
"TH_1",2.83,0.228,8.0565371024735,"NM_0_0057.lst"
"TH_2",1.49,0.307,20.6040268456376,"NM_0_0057.lst"
"TH_3",30.9,1.2,3.88349514563107,"NM_0_0057.lst"
"TH_1",2.73,0.227,8.31501831501832,"NM_0_0058.lst"
"TH_2",1.49,0.307,20.6040268456376,"NM_0_0058.lst"
"TH_3",0.06,0,0,"NM_0_0058.lst"
"TH_4",30.9,1.19,3.85113268608414,"NM_0_0058.lst"
"TH_5",3.2e+07,1.38e+08,431.25,"NM_0_0058.lst"
"TH_1",2.78,0.233,8.38129496402878,"NM_0_0059.lst"
"TH_2",1.32,0.334,25.3030303030303,"NM_0_0059.lst"
"TH_3",2.6,1.87,71.9230769230769,"NM_0_0059.lst"
"TH_4",27.7,2.74,9.89169675090253,"NM_0_0059.lst"
"TH_5",3.61,2.88,79.7783933518006,"NM_0_0059.lst"
"TH_1",27.8,NA,NA,"NM_0_006.lst"
"TH_2",7.19,NA,NA,"NM_0_006.lst"
"TH_3",266,NA,NA,"NM_0_006.lst"
"TH_4",482,NA,NA,"NM_0_006.lst"
"TH_5",14.6,NA,NA,"NM_0_006.lst"
"TH_6",4.85,NA,NA,"NM_0_006.lst"
"TH_7",161,NA,NA,"NM_0_006.lst"
"TH_1",2.77,0.224,8.08664259927798,"NM_0_0060.lst"
"TH_2",1.32,0.335,25.3787878787879,"NM_0_0060.lst"
"TH_3",2.59,1.88,72.5868725868726,"NM_0_0060.lst"
"TH_4",27.7,2.75,9.92779783393502,"NM_0_0060.lst"
"TH_5",3.6,2.89,80.2777777777778,"NM_0_0060.lst"
"TH_1",2.65,735,27735.8490566038,"NM_0_0061.lst"
"TH_2",1.31,251,19160.3053435114,"NM_0_0061.lst"
"TH_3",27.5,1570,5709.09090909091,"NM_0_0061.lst"
"TH_4",3.79,2020,53298.1530343008,"NM_0_0061.lst"
"TH_5",2.78,271,9748.20143884892,"NM_0_0061.lst"
"TH_6",0.0705,3.66,5191.48936170213,"NM_0_0061.lst"
"TH_7",6.43e+08,3.77e+11,58631.4152410575,"NM_0_0061.lst"
"TH_1",2.85,0.0584,2.04912280701754,"NM_0_0062.lst"
"TH_2",1.32,0.0387,2.93181818181818,"NM_0_0062.lst"
"TH_3",27.6,2.61,9.45652173913043,"NM_0_0062.lst"
"TH_4",3.65,0.799,21.8904109589041,"NM_0_0062.lst"
"TH_5",2.7,0.311,11.5185185185185,"NM_0_0062.lst"
"TH_6",0.0116,0.00029,2.5,"NM_0_0062.lst"
"TH_7",1.19e+11,6.27e+09,5.26890756302521,"NM_0_0062.lst"
"TH_1",2.75,0.433,15.7454545454545,"NM_0_0063.lst"
"TH_2",1.32,1.47,111.363636363636,"NM_0_0063.lst"
"TH_3",27.7,5.15,18.5920577617329,"NM_0_0063.lst"
"TH_4",3.55,4.22,118.87323943662,"NM_0_0063.lst"
"TH_5",2.55,1.13,44.3137254901961,"NM_0_0063.lst"
"TH_6",0.0172,0.0787,457.558139534884,"NM_0_0063.lst"
"TH_7",13500000,31500000,233.333333333333,"NM_0_0063.lst"
"TH_1",2.81,0.213,7.58007117437722,"NM_0_0064.lst"
"TH_2",1.48,0.286,19.3243243243243,"NM_0_0064.lst"
"TH_3",31,1.63,5.25806451612903,"NM_0_0064.lst"
"TH_1",2.86,0.213,7.44755244755245,"NM_0_0065.lst"
"TH_2",1.48,0.286,19.3243243243243,"NM_0_0065.lst"
"TH_3",31,1.63,5.25806451612903,"NM_0_0065.lst"
"TH_1",2.85,0.207,7.26315789473684,"NM_0_0066.lst"
"TH_2",1.48,0.286,19.3243243243243,"NM_0_0066.lst"
"TH_3",31,1.63,5.25806451612903,"NM_0_0066.lst"
"TH_1",2.69,0.211,7.84386617100372,"NM_0_0067.lst"
"TH_2",1.06,0.193,18.2075471698113,"NM_0_0067.lst"
"TH_3",6.23,2,32.1027287319422,"NM_0_0067.lst"
"TH_4",22.6,2.27,10.0442477876106,"NM_0_0067.lst"
"TH_5",8.8,2.16,24.5454545454545,"NM_0_0067.lst"
"TH_1",2.74,0.227,8.28467153284671,"NM_0_0068.lst"
"TH_2",1.05,0.191,18.1904761904762,"NM_0_0068.lst"
"TH_3",6.38,1.96,30.7210031347962,"NM_0_0068.lst"
"TH_4",22.3,2.13,9.55156950672646,"NM_0_0068.lst"
"TH_5",9.02,2.09,23.1707317073171,"NM_0_0068.lst"
"TH_1",2.73,0.218,7.98534798534799,"NM_0_0069.lst"
"TH_2",1.05,0.191,18.1904761904762,"NM_0_0069.lst"
"TH_3",6.36,2,31.4465408805031,"NM_0_0069.lst"
"TH_4",22.4,2.19,9.77678571428572,"NM_0_0069.lst"
"TH_5",8.97,2.13,23.7458193979933,"NM_0_0069.lst"
"TH_1",34.1,2.17,6.36363636363636,"NM_0_007.lst"
"TH_2",3.51,0.915,26.0683760683761,"NM_0_007.lst"
"TH_3",293,27.9,9.5221843003413,"NM_0_007.lst"
"TH_1",4.97,0.423,8.51106639839034,"NM_0_007_1044.lst"
"TH_2",0.912,0.169,18.530701754386,"NM_0_007_1044.lst"
"TH_3",67.4,6.38,9.46587537091988,"NM_0_007_1044.lst"
"TH_1",4.94,0.421,8.52226720647773,"NM_0_007_1205.lst"
"TH_2",0.926,0.169,18.2505399568035,"NM_0_007_1205.lst"
"TH_3",66.2,5.84,8.82175226586103,"NM_0_007_1205.lst"
"TH_1",5.07,0.49,9.66469428007889,"NM_0_007_126.lst"
"TH_2",0.853,0.119,13.9507620164127,"NM_0_007_126.lst"
"TH_3",65.6,5.7,8.6890243902439,"NM_0_007_126.lst"
"TH_1",4.96,0.424,8.54838709677419,"NM_0_007_1366.lst"
"TH_2",0.906,0.166,18.3222958057395,"NM_0_007_1366.lst"
"TH_3",67.3,6.46,9.59881129271917,"NM_0_007_1366.lst"
"TH_1",5.09,0.439,8.62475442043222,"NM_0_007_1527.lst"
"TH_2",0.968,0.209,21.5909090909091,"NM_0_007_1527.lst"
"TH_3",69,5.86,8.49275362318841,"NM_0_007_1527.lst"
"TH_1",5.24,0.464,8.85496183206107,"NM_0_007_1688.lst"
"TH_2",0.973,0.328,33.710174717369,"NM_0_007_1688.lst"
"TH_3",72.7,7.44,10.2338376891334,"NM_0_007_1688.lst"
"TH_1",4.95,0.429,8.66666666666667,"NM_0_007_1849.lst"
"TH_2",0.928,0.161,17.3491379310345,"NM_0_007_1849.lst"
"TH_3",66.4,5.91,8.90060240963855,"NM_0_007_1849.lst"
"TH_1",4.51,0.439,9.73392461197339,"NM_0_007_2010.lst"
"TH_2",20100000,13300000,66.1691542288557,"NM_0_007_2010.lst"
"TH_3",67.8,8.21,12.1091445427729,"NM_0_007_2010.lst"
"TH_1",4.51,0.42,9.31263858093126,"NM_0_007_2171.lst"
"TH_2",21100000,30800000,145.971563981043,"NM_0_007_2171.lst"
"TH_3",68.1,8.32,12.2173274596182,"NM_0_007_2171.lst"
"TH_1",4.52,0.439,9.71238938053097,"NM_0_007_2332.lst"
"TH_2",46700000,4.8e+07,102.783725910064,"NM_0_007_2332.lst"
"TH_3",67.9,8.18,12.0471281296024,"NM_0_007_2332.lst"
"TH_1",5.03,0.448,8.9065606361829,"NM_0_007_239.lst"
"TH_2",0.842,0.126,14.9643705463183,"NM_0_007_239.lst"
"TH_3",64.8,5.19,8.00925925925926,"NM_0_007_239.lst"
"TH_1",4.58,69.7,1521.83406113537,"NM_0_007_2493.lst"
"TH_2",5.78,7590,131314.878892734,"NM_0_007_2493.lst"
"TH_3",67.9,1010,1487.48159057437,"NM_0_007_2493.lst"
"TH_1",4.44,0.437,9.84234234234234,"NM_0_007_2654.lst"
"TH_2",2.8,2.02,72.1428571428572,"NM_0_007_2654.lst"
"TH_3",71.8,9.53,13.2729805013928,"NM_0_007_2654.lst"
"TH_1",4.54,0.433,9.53744493392071,"NM_0_007_2815.lst"
"TH_2",19300000,31400000,162.694300518135,"NM_0_007_2815.lst"
"TH_3",68.7,8.42,12.2561863173217,"NM_0_007_2815.lst"
"TH_1",4.46,0.454,10.1793721973094,"NM_0_007_2976.lst"
"TH_2",4.47e+25,0,0,"NM_0_007_2976.lst"
"TH_3",62.8,7.37,11.7356687898089,"NM_0_007_2976.lst"
"TH_1",4.46,0.461,10.3363228699552,"NM_0_007_3137.lst"
"TH_2",13100000,13800000,105.343511450382,"NM_0_007_3137.lst"
"TH_3",59,5.57,9.4406779661017,"NM_0_007_3137.lst"
"TH_1",4.46,0.454,10.1793721973094,"NM_0_007_3298.lst"
"TH_2",4.47e+25,0,0,"NM_0_007_3298.lst"
"TH_3",62.8,7.37,11.7356687898089,"NM_0_007_3298.lst"
"TH_1",4.51,0.476,10.5543237250554,"NM_0_007_3459.lst"
"TH_2",25100000,44200000,176.09561752988,"NM_0_007_3459.lst"
"TH_3",60.7,5.56,9.15980230642504,"NM_0_007_3459.lst"
"TH_1",5.15,0.598,11.6116504854369,"NM_0_007_3620.lst"
"TH_2",0.882,0.291,32.9931972789116,"NM_0_007_3620.lst"
"TH_3",59.5,5.16,8.67226890756302,"NM_0_007_3620.lst"
"TH_1",4.42,0.451,10.2036199095023,"NM_0_007_3781.lst"
"TH_2",17500000,3.7e+07,211.428571428571,"NM_0_007_3781.lst"
"TH_3",57.5,4.86,8.45217391304348,"NM_0_007_3781.lst"
"TH_1",5.03,0.364,7.23658051689861,"NM_0_007_3942.lst"
"TH_2",23500000,32900000,140,"NM_0_007_3942.lst"
"TH_3",72.6,6.26,8.62258953168044,"NM_0_007_3942.lst"
"TH_1",5.06,0.486,9.60474308300395,"NM_0_007_400.lst"
"TH_2",0.859,0.12,13.9697322467986,"NM_0_007_400.lst"
"TH_3",65.6,5.69,8.67378048780488,"NM_0_007_400.lst"
"TH_1",5.25,0.374,7.12380952380952,"NM_0_007_4103.lst"
"TH_2",1.2,0.105,8.75,"NM_0_007_4103.lst"
"TH_3",74.8,6.45,8.62299465240642,"NM_0_007_4103.lst"
"TH_1",5.03,0.367,7.2962226640159,"NM_0_007_4264.lst"
"TH_2",1.1e+07,26900000,244.545454545455,"NM_0_007_4264.lst"
"TH_3",72.4,6.29,8.6878453038674,"NM_0_007_4264.lst"
"TH_1",5.28,0.386,7.31060606060606,"NM_0_007_4425.lst"
"TH_2",1.02,0.0857,8.40196078431373,"NM_0_007_4425.lst"
"TH_3",70.9,6.26,8.82933709449929,"NM_0_007_4425.lst"
"TH_1",5.36,0.419,7.81716417910448,"NM_0_007_4586.lst"
"TH_2",0.892,0.0837,9.38340807174888,"NM_0_007_4586.lst"
"TH_3",70,5.42,7.74285714285714,"NM_0_007_4586.lst"
"TH_1",5.2,0.381,7.32692307692308,"NM_0_007_4747.lst"
"TH_2",1.16,0.108,9.31034482758621,"NM_0_007_4747.lst"
"TH_3",73.5,6.38,8.68027210884354,"NM_0_007_4747.lst"
"TH_1",4.98,0.443,8.89558232931727,"NM_0_007_561.lst"
"TH_2",0.834,0.131,15.7074340527578,"NM_0_007_561.lst"
"TH_3",63.7,5.43,8.5243328100471,"NM_0_007_561.lst"
"TH_1",4.93,0.486,9.8580121703854,"NM_0_007_722.lst"
"TH_2",0.899,0.145,16.1290322580645,"NM_0_007_722.lst"
"TH_3",65.4,6.5,9.93883792048929,"NM_0_007_722.lst"
"TH_1",5.03,0.46,9.14512922465209,"NM_0_007_883.lst"
"TH_2",0.832,0.12,14.4230769230769,"NM_0_007_883.lst"
"TH_3",64.7,5.48,8.46986089644513,"NM_0_007_883.lst"
"TH_1",2.68,0.221,8.24626865671642,"NM_0_0070.lst"
"TH_2",1.06,0.395,37.2641509433962,"NM_0_0070.lst"
"TH_3",22.6,3.36,14.8672566371681,"NM_0_0070.lst"
"TH_4",8.8,2.9,32.9545454545455,"NM_0_0070.lst"
"TH_5",6.24,2.23,35.7371794871795,"NM_0_0070.lst"
"TH_6",0.01,0,0,"NM_0_0070.lst"
"TH_7",151,29.2,19.3377483443709,"NM_0_0070.lst"
"TH_1",2.72,3.91,143.75,"NM_0_0071.lst"
"TH_2",1.05,2.19,208.571428571429,"NM_0_0071.lst"
"TH_3",22.3,7.31,32.780269058296,"NM_0_0071.lst"
"TH_4",9.02,4.78,52.9933481152993,"NM_0_0071.lst"
"TH_5",6.38,1.92,30.0940438871473,"NM_0_0071.lst"
"TH_6",0.0118,2.04,17288.1355932203,"NM_0_0071.lst"
"TH_7",113,996,881.41592920354,"NM_0_0071.lst"
"TH_1",2.72,2.07,76.1029411764706,"NM_0_0072.lst"
"TH_2",1.05,3,285.714285714286,"NM_0_0072.lst"
"TH_3",22.4,2.53,11.2946428571429,"NM_0_0072.lst"
"TH_4",8.97,4.46,49.7212931995541,"NM_0_0072.lst"
"TH_5",6.36,9.74,153.14465408805,"NM_0_0072.lst"
"TH_6",0.01,0,0,"NM_0_0072.lst"
"TH_7",143,3770,2636.36363636364,"NM_0_0072.lst"
"TH_1",2.51,0.214,8.52589641434263,"NM_0_0073.lst"
"TH_2",1.6,0.261,16.3125,"NM_0_0073.lst"
"TH_3",33.6,1.64,4.88095238095238,"NM_0_0073.lst"
"TH_1",2.6,0.259,9.96153846153846,"NM_0_0074.lst"
"TH_2",1.58,0.27,17.0886075949367,"NM_0_0074.lst"
"TH_3",33.2,1.72,5.18072289156626,"NM_0_0074.lst"
"TH_1",2.59,0.241,9.30501930501931,"NM_0_0075.lst"
"TH_2",1.58,0.267,16.8987341772152,"NM_0_0075.lst"
"TH_3",33.3,1.69,5.07507507507508,"NM_0_0075.lst"
"TH_1",36.3,2.55,7.02479338842975,"NM_0_008.lst"
"TH_2",3.32,0.788,23.7349397590361,"NM_0_008.lst"
"TH_3",278,29.6,10.6474820143885,"NM_0_008.lst"
"TH_1",4.96,0.412,8.30645161290322,"NM_0_008_1045.lst"
"TH_2",-0.0952,0.423,444.327731092437,"NM_0_008_1045.lst"
"TH_3",0.911,0.172,18.8803512623491,"NM_0_008_1045.lst"
"TH_4",67.4,6.39,9.48071216617211,"NM_0_008_1045.lst"
"TH_1",4.94,0.408,8.25910931174089,"NM_0_008_1206.lst"
"TH_2",0.0138,0.436,3159.42028985507,"NM_0_008_1206.lst"
"TH_3",0.926,0.175,18.8984881209503,"NM_0_008_1206.lst"
"TH_4",66.2,5.87,8.86706948640483,"NM_0_008_1206.lst"
"TH_1",5.09,0.495,9.72495088408644,"NM_0_008_127.lst"
"TH_2",0.229,0.283,123.580786026201,"NM_0_008_127.lst"
"TH_3",0.853,0.12,14.0679953106682,"NM_0_008_127.lst"
"TH_4",65.6,5.7,8.6890243902439,"NM_0_008_127.lst"
"TH_1",4.95,0.414,8.36363636363636,"NM_0_008_1367.lst"
"TH_2",-0.0971,0.422,434.603501544799,"NM_0_008_1367.lst"
"TH_3",0.905,0.161,17.7900552486188,"NM_0_008_1367.lst"
"TH_4",67.2,6.46,9.61309523809524,"NM_0_008_1367.lst"
"TH_1",5.1,0.424,8.31372549019608,"NM_0_008_1528.lst"
"TH_2",0.0816,0.453,555.147058823529,"NM_0_008_1528.lst"
"TH_3",0.968,0.199,20.5578512396694,"NM_0_008_1528.lst"
"TH_4",69,5.9,8.55072463768116,"NM_0_008_1528.lst"
"TH_1",5.24,0.438,8.3587786259542,"NM_0_008_1689.lst"
"TH_2",0.0183,0.497,2715.84699453552,"NM_0_008_1689.lst"
"TH_3",0.973,0.316,32.4768756423433,"NM_0_008_1689.lst"
"TH_4",72.7,7.44,10.2338376891334,"NM_0_008_1689.lst"
"TH_1",4.95,0.416,8.4040404040404,"NM_0_008_1850.lst"
"TH_2",0.00794,0.44,5541.56171284635,"NM_0_008_1850.lst"
"TH_3",0.928,0.164,17.6724137931034,"NM_0_008_1850.lst"
"TH_4",66.4,5.93,8.93072289156626,"NM_0_008_1850.lst"
"TH_1",4.53,0.451,9.95584988962472,"NM_0_008_2011.lst"
"TH_2",0.181,0.256,141.436464088398,"NM_0_008_2011.lst"
"TH_3",42200000,7.63e+08,1808.05687203791,"NM_0_008_2011.lst"
"TH_4",67.7,8.19,12.0974889217134,"NM_0_008_2011.lst"
"TH_1",4.53,0.435,9.60264900662252,"NM_0_008_2172.lst"
"TH_2",0.152,0.247,162.5,"NM_0_008_2172.lst"
"TH_3",24400000,1.04e+08,426.229508196721,"NM_0_008_2172.lst"
"TH_4",68.1,8.29,12.1732745961821,"NM_0_008_2172.lst"
"TH_1",4.54,0.451,9.93392070484582,"NM_0_008_2333.lst"
"TH_2",0.18,0.257,142.777777777778,"NM_0_008_2333.lst"
"TH_3",6.45e+12,2.61e+13,404.651162790698,"NM_0_008_2333.lst"
"TH_4",67.9,8.16,12.0176730486009,"NM_0_008_2333.lst"
"TH_1",5.04,0.456,9.04761904761905,"NM_0_008_240.lst"
"TH_2",0.171,0.269,157.309941520468,"NM_0_008_240.lst"
"TH_3",0.842,0.126,14.9643705463183,"NM_0_008_240.lst"
"TH_4",64.8,5.19,8.00925925925926,"NM_0_008_240.lst"
"TH_1",4.61,0.386,8.37310195227766,"NM_0_008_2494.lst"
"TH_2",-0.137,0.394,287.591240875912,"NM_0_008_2494.lst"
"TH_3",2.95,6.01,203.728813559322,"NM_0_008_2494.lst"
"TH_4",68.5,6.79,9.91240875912409,"NM_0_008_2494.lst"
"TH_1",4.42,0.47,10.6334841628959,"NM_0_008_2655.lst"
"TH_2",-0.185,0.454,245.405405405405,"NM_0_008_2655.lst"
"TH_3",2.68,1.71,63.8059701492537,"NM_0_008_2655.lst"
"TH_4",71.8,9.47,13.1894150417827,"NM_0_008_2655.lst"
"TH_1",4.56,0.447,9.80263157894737,"NM_0_008_2816.lst"
"TH_2",0.152,0.244,160.526315789474,"NM_0_008_2816.lst"
"TH_3",1.09e+40,0,0,"NM_0_008_2816.lst"
"TH_4",68.6,8.4,12.2448979591837,"NM_0_008_2816.lst"
